chapter-counter,verse-counter,word-counter,arabic-word-weight
2,18,85,9
2,19,5,3
2,19,15,3
2,19,20,6
2,19,35,9
2,19,45,6
2,19,50,6
2,19,62,3
2,20,7,9
2,20,13,3
2,20,20,3
2,20,28,6
2,20,34,9
2,20,40,6
2,20,49,6
2,20,57,3
2,20,68,9
2,20,74,3
2,20,80,3
2,20,93,6
2,20,101,9
2,20,111,6
2,20,116,6
2,20,129,3
2,20,139,9
2,20,144,3
2,20,156,3
2,21,7,6
2,21,14,9
2,21,24,6
2,21,32,6
2,21,40,3
2,21,48,9
2,21,56,3
2,21,64,3
2,21,71,6
2,21,86,9
2,21,94,6
2,21,101,6
2,21,110,3
2,21,119,9
2,21,126,3
2,21,142,3
2,22,7,6
2,22,20,9
2,22,27,6
2,22,41,6
2,22,45,3
2,22,59,9
2,22,71,3
2,23,11,3
2,23,21,6
2,23,32,9
2,23,45,6
2,23,57,6
2,23,63,3
2,23,71,9
2,23,86,3
2,23,92,3
2,23,100,6
2,23,112,9
2,24,10,6
2,24,19,6
2,24,27,3
2,24,39,9
2,24,46,3
2,24,55,3
2,24,65,6
2,24,69,9
2,24,78,6
2,24,85,6
2,24,93,3
2,24,105,9
2,24,118,3
2,24,122,3
2,24,132,6
2,24,137,9
2,24,149,6
2,25,5,6
2,25,12,3
2,25,19,9
2,25,26,3
2,25,30,3
2,25,42,6
2,26,4,9
2,26,14,6
2,26,20,6
2,26,31,3
2,26,37,9
2,26,47,3
2,26,56,3
2,26,65,6
2,26,77,9
2,26,91,6
2,26,95,6
2,26,105,3
2,26,111,9
2,26,124,3
2,26,131,3
2,26,141,6
2,26,153,9
2,26,161,6
2,26,177,6
2,27,7,3
2,27,17,9
2,27,26,3
2,27,40,3
2,27,51,6
2,27,59,9
2,27,65,6
2,27,74,6
2,27,80,3
2,27,88,9
2,27,97,3
2,27,108,3
2,27,116,6
2,27,125,9
2,27,131,6
2,27,139,6
2,27,148,3
2,27,161,9
2,27,177,3
2,27,185,3
2,27,193,6
2,27,200,9
2,27,206,6
2,27,213,6
2,27,221,3
2,28,3,9
2,28,12,3
2,28,21,3
2,28,31,6
2,28,41,9
2,28,49,6
2,28,60,6
2,28,72,3
2,28,76,9
2,28,87,3
2,28,99,3
2,28,110,6
2,29,7,9
2,29,14,6
2,29,21,6
2,29,31,3
2,29,40,9
2,29,53,3
2,29,61,3
2,29,71,6
2,29,76,9
2,29,87,6
2,29,93,6
2,29,104,3
2,29,109,9
2,29,114,3
2,29,127,3
2,29,135,6
2,29,143,9
2,29,151,6
2,29,162,6
2,29,170,3
2,29,180,9
2,29,190,3
2,29,202,3
2,30,5,6
2,30,13,9
2,30,17,6
2,30,24,6
2,30,32,3
2,30,43,9
2,30,50,3
2,30,60,3
2,30,69,6
2,30,79,9
2,30,84,6
2,30,94,6
2,30,104,3
2,30,117,9
2,30,122,3
2,30,128,3
2,30,136,6
2,30,140,9
2,30,148,6
2,30,159,6
2,31,5,3
2,31,11,9
2,31,22,3
2,31,28,3
2,31,39,6
2,31,50,9
2,31,59,6
2,31,67,6
2,31,78,3
2,31,87,9
2,31,102,3
2,31,114,3
2,31,129,6
2,32,9,9
2,32,19,6
2,32,27,6
2,32,38,3
2,32,52,9
2,32,58,3
2,32,65,3
2,32,74,6
2,32,82,9
2,32,86,6
2,32,96,6
2,32,109,3
2,32,120,9
2,32,129,3
2,32,137,3
2,32,141,6
2,32,150,9
2,32,159,6
2,32,169,6
2,32,177,3
2,32,185,9
2,32,195,3
2,32,199,3
2,32,206,6
2,32,217,9
2,32,222,6
2,32,235,6
2,32,246,3
2,32,253,9
2,32,263,3
2,32,276,3
2,32,285,6
2,32,292,9
2,32,303,6
2,33,5,6
2,33,13,3
2,33,17,9
2,33,29,3
2,33,33,3
2,33,42,6
2,33,50,9
2,33,55,6
2,33,65,6
2,33,71,3
2,33,81,9
2,33,92,3
2,33,102,3
2,33,110,6
2,33,124,9
2,33,132,6
2,33,141,6
2,33,145,3
2,33,156,9
2,33,167,3
2,33,177,3
2,33,186,6
2,33,199,9
2,33,206,6
2,33,214,6
2,33,222,3
2,33,232,9
2,33,240,3
2,33,250,3
2,33,255,6
2,33,264,9
2,33,274,6
2,33,279,6
2,33,288,3
2,33,296,9
2,33,304,3
2,33,309,3
2,33,316,6
2,33,330,9
2,34,9,6
2,34,20,6
2,34,27,3
2,34,35,9
2,34,39,3
2,34,46,3
2,34,57,6
2,34,71,9
2,34,75,6
2,34,82,6
2,34,90,3
2,34,95,9
2,34,99,3
2,34,107,3
2,34,121,6
2,34,125,9
2,34,135,6
2,34,149,6
2,34,154,3
2,34,168,9
2,35,6,3
2,35,18,3
2,35,28,6
2,35,38,9
2,35,49,6
2,35,63,6
2,35,71,3
2,35,83,9
2,35,89,3
2,35,101,3
2,35,107,6
2,35,116,9
2,35,128,6
2,36,4,6
2,36,12,3
2,36,19,9
2,36,25,3
2,36,30,3
2,36,34,6
2,36,44,9
2,36,53,6
2,36,59,6
2,36,69,3
2,36,75,9
2,36,86,3
2,36,100,3
2,36,107,6
2,36,118,9
2,36,127,6
2,36,135,6
2,36,142,3
2,36,150,9
2,37,6,3
2,37,12,3
2,37,20,6
2,37,36,9
2,37,43,6
2,37,51,6
2,37,55,3
2,37,65,9
2,37,75,3
2,37,85,3
2,37,96,6
2,37,103,9
2,37,107,6
2,37,116,6
2,37,123,3
2,37,134,9
2,37,145,3
2,37,154,3
2,37,164,6
2,37,175,9
2,37,187,6
2,37,192,6
2,37,200,3
2,37,207,9
2,37,216,3
2,37,220,3
2,37,224,6
2,37,236,9
2,38,9,6
2,38,15,6
2,38,28,3
2,38,37,9
2,38,43,3
2,38,54,3
2,38,60,6
2,38,75,9
2,38,83,6
2,38,95,6
2,38,107,3
2,38,119,9
2,38,123,3
2,38,131,3
2,38,142,6
2,39,7,9
2,39,19,6
2,39,23,6
2,39,30,3
2,39,36,9
2,39,43,3
2,39,47,3
2,39,60,6
2,39,70,9
2,39,76,6
2,39,87,6
2,39,98,3
2,40,5,9
2,40,9,3
2,40,15,3
2,40,26,6
2,40,42,9
2,40,53,6
2,40,64,6
2,40,80,3
2,40,86,9
2,40,93,3
2,40,99,3
2,40,107,6
2,40,114,9
2,40,123,6
2,40,130,6
2,40,144,3
2,40,156,9
2,40,167,3
2,40,171,3
2,40,181,6
2,40,187,9
2,40,195,6
2,40,207,6
2,41,6,3
2,41,14,9
2,41,30,3
2,41,40,3
2,41,48,6
2,41,59,9
2,41,66,6
2,41,76,6
2,41,83,3
2,41,97,9
2,41,105,3
2,41,110,3
2,41,124,6
2,42,9,9
2,42,13,6
2,42,19,6
2,42,27,3
2,42,33,9
2,42,44,3
2,42,55,3
2,42,63,6
2,42,71,9
2,42,79,6
2,42,86,6
2,42,96,3
2,42,102,9
2,42,112,3
2,42,121,3
2,42,133,6
2,42,144,9
2,42,149,6
2,42,163,6
2,43,14,3
2,43,27,9
2,43,35,3
2,43,51,3
2,43,58,6
2,43,65,9
2,43,71,6
2,43,83,6
2,43,93,3
2,43,104,9
2,43,113,3
2,43,121,3
2,43,132,6
2,43,136,9
2,43,146,6
2,43,158,6
2,43,168,3
2,43,175,9
2,43,181,3
2,44,11,3
2,44,17,6
2,44,21,9
2,44,30,6
2,44,40,6
2,44,48,3
2,44,57,9
2,44,67,3
2,44,72,3
2,44,84,6
2,44,95,9
2,45,7,6
2,45,17,6
2,45,25,3
2,45,34,9
2,45,45,3
2,45,60,3
2,45,68,6
2,45,74,9
2,45,80,6
2,45,87,6
2,45,95,3
2,45,101,9
2,45,108,3
2,45,119,3
2,45,125,6
2,45,130,9
2,45,142,6
2,46,11,6
2,46,20,3
2,46,32,9
2,46,44,3
2,46,56,3
2,46,66,6
2,46,75,9
2,46,82,6
2,46,89,6
2,46,100,3
2,47,3,9
2,47,9,3
2,47,22,3
2,47,32,6
2,47,43,9
2,47,51,6
2,47,62,6
2,47,73,3
2,47,84,9
2,47,94,3
2,47,100,3
2,47,113,6
2,47,124,9
2,47,137,6
2,48,9,6
2,48,15,3
2,48,25,9
2,48,36,3
2,48,43,3
2,48,52,6
2,48,58,9
2,48,68,6
2,48,76,6
2,48,84,3
2,48,89,9
2,48,97,3
2,48,108,3
2,48,118,6
2,48,126,9
2,48,135,6
2,48,146,6
2,48,158,3
2,49,5,9
2,49,16,3
2,49,25,3
2,49,38,6
2,49,51,9
2,49,60,6
2,49,70,6
2,49,82,3
2,50,11,9
2,50,22,3
2,50,30,3
2,50,41,6
2,50,53,9
2,50,58,6
2,50,72,6
2,51,13,3
2,51,22,9
2,51,33,3
2,51,45,3
2,51,57,6
2,51,67,9
2,51,77,6
2,51,88,6
2,51,98,3
2,51,110,9
2,52,14,3
2,52,26,3
2,52,39,6
2,52,52,9
2,52,64,6
2,52,71,6
2,52,77,3
2,52,91,9
2,53,9,3
2,53,20,3
2,53,29,6
2,53,39,9
2,53,49,6
2,53,61,6
2,53,70,3
2,53,81,9
2,54,3,3
2,54,9,3
2,54,22,6
2,54,32,9
2,54,43,6
2,54,51,6
2,54,62,3
2,54,73,9
2,54,82,3
2,54,96,3
2,54,102,6
2,54,116,9
2,55,10,6
2,55,18,6
2,55,23,3
2,55,31,9
2,55,38,3
2,55,42,3
2,55,50,6
2,55,58,9
2,55,64,6
2,55,73,6
2,55,81,3
2,55,91,9
2,55,97,3
2,55,106,3
2,55,114,6
2,55,121,9
2,55,127,6
2,55,132,6
2,55,143,3
2,56,6,9
2,56,20,3
2,56,26,3
2,56,30,6
2,56,41,9
2,56,56,6
2,56,62,6
2,56,73,3
2,56,86,9
2,56,100,3
2,56,116,3
2,56,128,6
2,56,136,9
2,56,145,6
2,56,153,6
2,56,158,3
2,56,169,9
2,56,177,3
2,57,6,3
2,57,16,6
2,57,23,9
2,57,33,6
2,57,50,6
2,57,64,3
2,57,68,9
2,57,79,3
2,57,89,3
2,57,100,6
2,58,6,9
2,58,17,6
2,58,25,6
2,58,37,3
2,58,46,9
2,58,52,3
2,58,65,3
2,58,75,6
2,58,79,9
2,58,88,6
2,58,98,6
2,58,109,3
2,59,5,9
2,59,15,3
2,59,22,3
2,59,27,6
2,59,34,9
2,59,42,6
2,59,54,6
2,59,66,3
2,60,6,9
2,60,15,3
2,60,22,3
2,60,33,6
2,60,48,9
2,60,60,6
2,60,72,6
2,61,6,3
2,61,12,9
2,61,20,3
2,61,31,3
2,61,35,6
2,61,42,9
2,61,52,6
2,61,63,6
2,61,74,3
2,61,90,9
2,61,100,3
2,61,110,3
2,61,117,6
2,61,129,9
2,61,141,6
2,61,153,6
2,61,163,3
2,61,170,9
2,61,178,3
2,61,184,3
2,61,196,6
2,61,204,9
2,61,215,6
2,61,225,6
2,61,230,3
2,61,242,9
2,61,253,3
2,62,6,3
2,62,15,6
2,62,19,9
2,62,27,6
2,62,31,6
2,62,41,3
2,62,46,9
2,62,54,3
2,62,60,3
2,62,68,6
2,62,77,9
2,62,92,6
2,62,105,6
2,62,115,3
2,62,126,9
2,63,5,3
2,63,18,3
2,63,23,6
2,63,30,9
2,63,41,6
2,63,53,6
2,63,65,3
2,64,12,9
2,64,23,3
2,64,34,3
2,64,47,6
2,64,58,9
2,64,67,6
2,64,81,6
2,64,90,3
2,64,94,9
2,64,105,3
2,64,109,3
2,64,123,6
2,64,131,9
2,64,142,6
2,64,152,6
2,64,160,3
2,64,172,9
2,64,184,3
2,65,6,3
2,65,14,6
2,65,24,9
2,65,33,6
2,65,45,6
2,65,54,3
2,65,62,9
2,65,69,3
2,65,78,3
2,65,86,6
2,65,98,9
2,65,107,6
2,65,116,6
2,65,126,3
2,65,134,9
2,65,144,3
2,65,151,3
2,65,164,6
2,65,178,9
2,65,193,6
2,66,9,6
2,66,19,3
2,66,28,9
2,66,36,3
2,66,43,3
2,66,51,6
2,66,57,9
2,66,64,6
2,66,77,6
2,66,83,3
2,66,93,9
2,66,102,3
2,66,110,3
2,66,116,6
2,66,127,9
2,66,133,6
2,66,141,6
2,66,153,3
2,67,6,9
2,67,18,3
2,67,26,3
2,67,37,6
2,67,47,9
2,67,54,6
2,67,65,6
2,67,75,3
2,67,90,9
2,67,97,3
2,67,106,3
2,67,115,6
2,67,123,9
2,67,130,6
2,67,137,6
2,67,143,3
2,67,151,9
2,67,165,3
2,67,174,3
2,67,186,6
2,67,190,9
2,67,198,6
2,67,206,6
2,67,212,3
2,67,222,9
2,67,226,3
2,67,236,3
2,67,248,6
2,68,6,9
2,68,15,6
2,68,19,6
2,68,27,3
2,68,31,9
2,68,41,3
2,68,48,3
2,68,56,6
2,68,64,9
2,68,72,6
2,68,78,6
2,68,86,3
2,68,95,9
2,68,101,3
2,68,108,3
2,68,116,6
2,68,126,9
2,68,130,6
2,68,140,6
2,68,154,3
2,68,165,9
2,68,177,3
2,68,189,3
2,68,197,6
2,68,215,9
2,68,223,6
2,68,228,6
2,68,237,3
2,68,247,9
2,68,252,3
2,68,259,3
2,68,271,6
2,68,279,9
2,68,287,6
2,68,293,6
2,68,298,3
2,68,309,9
2,68,322,3
2,68,333,3
2,68,344,6
2,68,360,9
2,68,370,6
2,68,379,6
2,68,385,3
2,68,393,9
2,68,403,3
2,68,415,3
2,68,423,6
2,68,435,9
2,68,444,6
2,68,452,6
2,68,466,3
2,68,480,9
2,68,489,3
2,68,498,3
2,68,508,6
2,68,514,9
2,68,521,6
2,68,532,6
2,68,544,3
2,69,5,9
2,69,15,3
2,69,23,3
2,69,35,6
2,69,43,9
2,69,58,6
2,69,74,6
2,69,79,3
2,69,85,9
2,69,95,3
2,69,107,3
2,69,116,6
2,69,125,9
2,69,134,6
2,69,143,6
2,69,154,3
2,69,160,9
2,69,170,3
2,69,176,3
2,69,183,6
2,69,194,9
2,69,200,6
2,69,205,6
2,69,217,3
2,70,6,9
2,70,16,3
2,70,29,3
2,70,41,6
2,70,52,9
2,70,61,6
2,70,68,6
2,70,72,3
2,70,84,9
2,70,94,3
2,70,106,3
2,70,110,6
2,70,116,9
2,70,128,6
2,70,139,6
2,71,5,3
2,71,18,9
2,71,23,3
2,71,30,3
2,71,38,6
2,71,50,9
2,71,57,6
2,71,65,6
2,71,76,3
2,71,89,9
2,71,98,3
2,71,104,3
2,71,118,6
2,72,8,9
2,72,19,6
2,72,29,6
2,72,40,3
2,72,48,9
2,72,52,3
2,72,62,3
2,72,72,6
2,72,79,9
2,72,87,6
2,72,96,6
2,72,107,3
2,73,14,9
2,73,23,3
2,73,30,3
2,73,37,6
2,73,47,9
2,73,53,6
2,73,63,6
2,73,76,3
2,73,92,9
2,74,6,3
2,74,12,3
2,74,20,6
2,74,31,9
2,74,37,6
2,74,45,6
2,74,58,3
2,74,62,9
2,74,73,3
2,74,82,3
2,74,92,6
2,74,107,9
2,74,115,6
2,74,123,6
2,74,131,3
2,74,141,9
2,74,146,3
2,74,154,3
2,74,159,6
2,74,173,9
2,75,7,6
2,75,13,6
2,75,19,3
2,75,27,9
2,75,36,3
2,75,43,3
2,75,47,6
2,75,52,9
2,75,60,6
2,75,68,6
2,75,76,3
2,75,85,9
2,75,94,3
2,75,99,3
2,75,107,6
2,75,113,9
2,75,120,6
2,75,128,6
2,75,135,3
2,75,143,9
2,75,157,3
2,75,161,3
2,75,173,6
2,76,7,9
2,76,13,6
2,76,19,6
2,76,27,3
2,76,36,9
2,76,43,3
2,76,47,3
2,76,57,6
2,76,65,9
2,76,73,6
2,76,81,6
2,76,90,3
2,76,99,9
2,76,109,3
2,76,117,3
2,76,128,6
2,76,136,9
2,76,150,6
2,77,7,6
2,77,13,3
2,77,19,9
2,77,27,3
2,77,36,3
2,77,43,6
2,77,47,9
2,77,52,6
2,77,58,6
2,77,68,3
2,77,78,9
2,77,88,3
2,77,97,3
2,77,101,6
2,77,107,9
2,77,115,6
2,77,129,6
2,78,5,3
2,78,13,9
2,78,21,3
2,78,30,3
2,78,39,6
2,78,44,9
2,78,52,6
2,78,60,6
2,78,70,3
2,78,76,9
2,78,84,3
2,78,94,3
2,78,106,6
2,78,111,9
2,78,118,6
2,78,125,6
2,78,135,3
2,78,142,9
2,78,149,3
2,78,160,3
2,78,175,6
2,78,181,9
2,78,189,6
2,78,201,6
2,79,6,3
2,79,17,9
2,79,25,3
2,79,41,3
2,79,48,6
2,79,60,9
2,79,69,6
2,79,74,6
2,79,82,3
2,79,94,9
2,80,9,3
2,80,20,3
2,80,32,6
2,80,44,9
2,80,52,6
2,80,60,6
2,80,72,3
2,80,84,9
2,80,93,3
2,80,105,3
2,80,117,6
2,81,5,9
2,81,12,6
2,81,23,6
2,81,28,3
2,81,35,9
2,81,43,3
2,81,50,3
2,81,65,6
2,81,70,9
2,81,78,6
2,81,87,6
2,81,97,3
2,81,102,9
2,81,115,3
2,81,121,3
2,81,133,6
2,81,140,9
2,81,153,6
2,81,163,6
2,81,171,3
2,81,177,9
2,81,188,3
2,81,199,3
2,81,206,6
2,81,215,9
2,81,225,6
2,81,233,6
2,81,239,3
2,81,248,9
2,81,253,3
2,81,262,3
2,81,270,6
2,81,278,9
2,81,286,6
2,81,296,6
2,81,303,3
2,81,315,9
2,82,15,3
2,82,19,3
2,82,30,6
2,82,37,9
2,82,44,6
2,82,50,6
2,82,58,3
2,82,68,9
2,82,80,3
2,82,88,3
2,82,96,6
2,82,102,9
2,82,117,6
2,82,121,6
2,82,128,3
2,82,132,9
2,82,142,3
2,82,149,3
2,82,161,6
2,83,7,9
2,83,14,6
2,83,24,6
2,83,32,3
2,83,40,9
2,83,48,3
2,83,56,3
2,83,62,6
2,83,73,9
2,83,80,6
2,83,87,6
2,83,95,3
2,83,113,9
2,83,119,3
2,83,126,3
2,83,134,6
2,83,145,9
2,83,160,6
2,83,165,6
2,83,171,3
2,83,181,9
2,83,191,3
2,83,203,3
2,84,7,6
2,84,19,9
2,84,25,6
2,84,33,6
2,84,42,3
2,84,46,9
2,84,57,3
2,84,63,3
2,84,75,6
2,85,10,9
2,85,22,6
2,85,26,6
2,85,38,3
2,85,49,9
2,85,56,3
2,85,67,3
2,85,74,6
2,85,79,9
2,85,86,6
2,85,97,6
2,86,8,3
2,86,20,9
2,86,32,3
2,86,43,3
2,86,57,6
2,86,63,9
2,86,74,6
2,86,82,6
2,86,87,3
2,86,93,9
2,86,101,3
2,86,114,3
2,86,119,6
2,86,127,9
2,86,136,6
2,86,147,6
2,86,154,3
2,86,162,9
2,86,171,3
2,86,183,3
2,86,192,6
2,86,199,9
2,86,207,6
2,86,219,6
2,87,9,3
2,87,13,9
2,87,24,3
2,87,33,3
2,87,40,6
2,87,50,9
2,87,63,6
2,87,70,6
2,87,84,3
2,87,90,9
2,87,98,3
2,87,106,3
2,87,112,6
2,87,121,9
2,87,129,6
2,87,138,6
2,87,145,3
2,87,156,9
2,87,162,3
2,87,170,3
2,87,174,6
2,87,178,9
2,87,190,6
2,88,6,6
2,88,10,3
2,88,17,9
2,88,27,3
2,88,39,3
2,88,44,6
2,88,56,9
2,88,70,6
2,88,80,6
2,88,89,3
2,88,96,9
2,88,103,3
2,88,114,3
2,89,11,6
2,89,19,9
2,89,30,6
2,89,44,6
2,89,56,3
2,89,66,9
2,89,77,3
2,89,84,3
2,89,91,6
2,89,102,9
2,90,6,6
2,90,16,6
2,90,25,3
2,90,31,9
2,90,44,3
2,90,48,3
2,90,60,6
2,90,67,9
2,90,75,6
2,90,94,6
2,90,105,3
2,90,111,9
2,90,123,3
2,90,138,3
2,90,154,6
2,90,164,9
2,90,174,6
2,90,182,6
2,90,194,3
2,90,205,9
2,90,213,3
2,90,224,3
2,90,230,6
2,90,244,9
2,90,251,6
2,90,260,6
2,90,269,3
2,90,278,9
2,90,291,3
2,91,6,3
2,91,16,6
2,91,29,9
2,91,33,6
2,91,45,6
2,91,57,3
2,91,63,9
2,91,75,3
2,91,86,3
2,91,91,6
2,91,103,9
2,91,109,6
2,91,122,6
2,91,132,3
2,91,144,9
2,92,5,3
2,92,13,3
2,92,25,6
2,92,37,9
2,92,49,6
2,92,63,6
2,92,72,3
2,92,80,9
2,92,85,3
2,92,97,3
2,92,110,6
2,92,120,9
2,92,132,6
2,92,147,6
2,92,153,3
2,92,165,9
2,92,175,3
2,92,188,3
2,92,195,6
2,92,205,9
2,92,216,6
2,92,230,6
2,92,248,3
2,92,257,9
2,92,268,3
2,92,282,3
2,92,291,6
2,92,299,9
2,92,307,6
2,92,311,6
2,92,320,3
2,92,328,9
2,92,336,3
2,92,343,3
2,92,350,6
2,92,354,9
2,92,365,6
2,92,376,6
2,92,387,3
2,92,400,9
2,92,411,3
2,92,418,3
2,92,426,6
2,92,437,9
2,92,445,6
2,92,453,6
2,92,463,3
2,92,470,9
2,92,482,3
2,93,11,3
2,93,21,6
2,93,32,9
2,93,43,6
2,93,54,6
2,93,67,3
2,93,75,9
2,93,85,3
2,93,94,3
2,93,105,6
2,93,111,9
2,93,116,6
2,93,127,6
2,94,8,3
2,94,17,9
2,94,24,3
2,94,35,3
2,94,48,6
2,94,52,9
2,94,61,6
2,94,73,6
2,94,86,3
2,94,93,9
2,94,99,3
2,94,108,3
2,94,122,6
2,94,137,9
2,94,145,6
2,94,155,6
2,94,170,3
2,94,180,9
2,94,188,3
2,94,194,3
2,94,198,6
2,94,207,9
2,94,219,6
2,94,235,6
2,94,246,3
2,94,258,9
2,94,269,3
2,94,281,3
2,95,9,6
2,95,20,9
2,95,27,6
2,95,33,6
2,95,45,3
2,95,53,9
2,95,66,3
2,95,77,3
2,95,82,6
2,95,94,9
2,96,8,6
2,96,18,6
2,96,26,3
2,96,32,9
2,96,38,3
2,96,46,3
2,96,56,6
2,96,63,9
2,96,72,6
2,96,82,6
2,96,86,3
2,96,93,9
2,96,109,3
2,96,115,3
2,96,125,6
2,96,134,9
2,96,143,6
2,96,152,6
2,96,157,3
2,96,166,9
2,96,175,3
2,96,180,3
2,96,193,6
2,96,201,9
2,96,207,6
2,96,221,6
2,97,9,3
2,97,20,9
2,97,25,3
2,97,37,3
2,97,41,6
2,97,52,9
2,97,58,6
2,97,66,6
2,97,74,3
2,97,82,9
2,97,86,3
2,97,96,3
2,97,104,6
2,97,108,9
2,97,117,6
2,97,124,6
2,97,128,3
2,97,136,9
2,97,141,3
2,97,151,3
2,97,163,6
2,97,172,9
2,97,179,6
2,97,186,6
2,97,205,3
2,97,213,9
2,97,222,3
2,98,7,3
2,98,13,6
2,98,20,9
2,98,28,6
2,98,34,6
2,98,42,3
2,98,50,9
2,98,58,3
2,98,67,3
2,98,73,6
2,98,81,9
2,98,91,6
2,98,105,6
2,98,111,3
2,98,121,9
2,98,128,3
2,98,137,3
2,98,148,6
2,98,155,9
2,98,164,6
2,98,171,6
2,98,178,3
2,98,190,9
2,98,201,3
2,98,209,3
2,98,213,6
2,98,220,9
2,98,224,6
2,98,231,6
2,98,244,3
2,99,8,9
2,99,17,3
2,99,26,3
2,99,42,6
2,99,48,9
2,99,61,6
2,99,71,6
2,99,75,3
2,99,84,9
2,99,94,3
2,99,105,3
2,100,6,6
2,100,16,9
2,100,29,6
2,100,41,6
2,100,52,3
2,100,61,9
2,100,68,3
2,100,72,3
2,100,84,6
2,100,94,9
2,100,106,6
2,100,116,6
2,100,126,3
2,100,138,9
2,100,151,3
2,100,155,3
2,100,167,6
2,100,177,9
2,100,190,6
2,100,197,6
2,100,207,3
2,100,219,9
2,100,224,3
2,100,237,3
2,100,241,6
2,100,248,9
2,100,261,6
2,101,4,6
2,101,8,3
2,101,16,9
2,101,23,3
2,101,32,3
2,101,43,6
2,101,49,9
2,101,57,6
2,101,67,6
2,101,72,3
2,101,78,9
2,101,87,3
2,101,100,3
2,101,110,6
2,101,114,9
2,101,122,6
2,101,133,6
2,102,5,3
2,102,19,9
2,102,27,3
2,102,33,3
2,102,43,6
2,102,55,9
2,102,67,6
2,102,75,6
2,102,91,3
2,103,17,9
2,103,26,3
2,103,35,3
2,103,42,6
2,103,50,9
2,103,57,6
2,103,67,6
2,103,78,3
2,103,88,9
2,103,99,3
2,103,104,3
2,103,114,6
2,103,121,9
2,103,128,6
2,103,134,6
2,103,139,3
2,103,154,9
2,103,159,3
2,103,170,3
2,103,174,6
2,103,184,9
2,103,196,6
2,103,204,6
2,103,210,3
2,103,222,9
2,104,4,3
2,104,8,3
2,104,14,6
2,104,23,9
2,104,36,6
2,104,46,6
2,104,56,3
2,104,63,9
2,104,72,3
2,104,81,3
2,104,89,6
2,104,100,9
2,104,107,6
2,104,114,6
2,104,123,3
2,104,131,9
2,104,142,3
2,104,158,3
2,105,3,6
2,105,9,9
2,105,18,6
2,105,27,6
2,105,43,3
2,105,54,9
2,105,66,3
2,105,77,3
2,105,85,6
2,105,93,9
2,105,101,6
2,105,117,6
2,106,8,3
2,106,19,9
2,106,28,3
2,106,35,3
2,106,46,6
2,106,54,9
2,106,63,6
2,106,69,6
2,106,76,3
2,106,90,9
2,107,12,3
2,107,22,3
2,107,30,6
2,107,40,9
2,107,48,6
2,107,57,6
2,107,64,3
2,107,77,9
2,107,81,3
2,107,93,3
2,108,8,6
2,108,18,9
2,108,26,6
2,108,32,6
2,108,38,3
2,108,46,9
2,108,56,3
2,108,63,3
2,108,72,6
2,108,79,9
2,108,87,6
2,108,93,6
2,108,103,3
2,108,111,9
2,108,122,3
2,108,130,3
2,108,138,6
2,108,146,9
2,108,158,6
2,108,170,6
2,108,174,3
2,108,186,9
2,109,12,3
2,109,16,3
2,109,24,6
2,109,38,9
2,109,45,6
2,109,52,6
2,109,64,3
2,109,72,9
2,109,79,3
2,109,91,3
2,109,103,6
2,109,117,9
2,109,126,6
2,109,139,6
2,109,148,3
2,109,158,9
2,109,164,3
2,109,172,3
2,109,178,6
2,109,192,9
2,109,202,6
2,109,211,6
2,109,222,3
